,Rank,Total Assets,Bank Name
4510,4510,"$65,289,000",First Bank and Trust Company
4511,4511,"$65,220,000",The First National Bank of Gilbert
4512,4512,"$65,211,000",Bank of Iberia
4513,4513,"$65,181,000",Sherwood Community Bank
4514,4514,"$64,863,000",Lowry State Bank
4515,4515,"$64,629,000",The Peoples Savings Bank
4516,4516,"$64,543,000",Arlington State Bank
4517,4517,"$64,524,000",Miners & Merchants Bank
4518,4518,"$64,335,000",Lamont Bank of St. John
4519,4519,"$64,327,000",CerescoBank
4520,4519,"$64,327,000",Versailles Savings and Loan Company
4521,4521,"$64,247,000",Lusk State Bank
4522,4521,"$64,247,000",The State Bank of Pearl City
4523,4523,"$64,223,000",The Bank of Edison
4524,4524,"$64,159,000",Commercial State Bank
4525,4525,"$64,102,000",North County Savings Bank
4526,4526,"$64,054,000",Bank of Turtle Lake
4527,4527,"$64,032,000",Bank of Ontario
4528,4528,"$64,018,000",Nebraska State Bank
4529,4529,"$63,973,000",Ipswich State Bank
4530,4530,"$63,959,000",The Peoples Bank
4531,4531,"$63,909,000",Kahoka State Bank
4532,4532,"$63,882,000",Farmers State Bank
4533,4533,"$63,804,000",Oklahoma State Bank
4534,4534,"$63,636,000",State Bank of Lakota
4535,4535,"$63,301,000",Adrian State Bank
4536,4536,"$63,275,000",The First National Bank in Marlow
4537,4537,"$63,182,000",First State Bank
4538,4538,"$63,080,000",Peoples State Bank of Wells
4539,4539,"$63,019,000",Citizens Bank
4540,4540,"$62,999,000",Commerce Community Bank
4541,4541,"$62,779,000",Community Bank
4542,4542,"$62,746,000",State Bank of Danvers
4543,4543,"$62,622,000",Grant County Bank
4544,4544,"$62,543,000",First Trust and Savings Bank
4545,4545,"$62,530,000",Security Bank and Trust Co.
4546,4546,"$62,525,000",The Union Banking Company
4547,4547,"$62,210,000",Riverside Bank
4548,4548,"$62,176,000",The First National Bank of Sedan
4549,4549,"$62,091,000",Elysian Bank
4550,4550,"$62,040,000",First State Bank of Olmsted
4551,4551,"$61,963,000",Union State Bank
4552,4552,"$61,871,000",Homewood Federal Savings Bank
4553,4553,"$61,869,000",The Lauderdale County Bank
4554,4554,"$61,620,000","JPMorgan Chase Bank, Dearborn"
4555,4555,"$61,502,000",Bank of Louisiana
4556,4556,"$61,432,000",Commerce Bank Texas
4557,4557,"$61,331,000",Walters Bank and Trust Company
4558,4558,"$61,108,000",First Security Bank of Deer Lodge
4559,4559,"$61,007,000",Talbot State Bank
4560,4560,"$61,002,000",First Western Federal Savings Bank
4561,4561,"$60,965,000",New Century Bank
4562,4562,"$60,953,000",Boonville Federal Savings Bank
4563,4563,"$60,912,000",Citizens State Bank
4564,4564,"$60,861,000",United Bank of Philadelphia
4565,4565,"$60,860,000",Kinmundy Bank
4566,4566,"$60,829,000",Farmers State Bank of Canton
4567,4567,"$60,739,000",The Security State Bank
4568,4568,"$60,629,000",Barwick Banking Company
4569,4569,"$60,342,000",Community First Bank
4570,4570,"$60,317,000",Commercial Bank
4571,4571,"$60,272,000",Rayne Building and Loan Association
4572,4572,"$60,219,000",Spiro State Bank
4573,4573,"$60,217,000",United Southwest Bank
4574,4574,"$60,117,000",Farmers State Bank
4575,4575,"$60,056,000",City National Bank
4576,4576,"$59,885,000",American Exchange Bank
4577,4577,"$59,775,000",Bank of Hazelton
4578,4578,"$59,735,000",Citizens National Bank of Crosbyton
4579,4579,"$59,718,000",Abbeville Building & Loan (A State-Chartered Savings Bank)
4580,4580,"$59,687,000",Community Savings
4581,4581,"$59,657,000",State Bank of Industry
4582,4582,"$59,490,000",First State Bank of Decatur
4583,4583,"$59,283,000",Farmers State Bank
4584,4584,"$59,264,000",Community Banks of Shelby County
4585,4585,"$59,034,000",Adams State Bank
4586,4586,"$58,997,000",Wilkinson County Bank
4587,4587,"$58,879,000",The Lemont National Bank
4588,4588,"$58,864,000",Farmers and Merchants Bank
4589,4589,"$58,785,000",Farmers & Traders Bank of Campton
4590,4590,"$58,766,000",1st Bank
4591,4591,"$58,592,000",Community Bank of Memphis
4592,4592,"$58,499,000",The First National Bank of Tahoka
4593,4593,"$58,495,000",Liberty Bank
4594,4594,"$58,382,000",Warsaw Federal Savings and Loan Association
4595,4595,"$58,268,000",First National Bank in Frankfort
4596,4596,"$58,226,000",Richton Bank & Trust Company
4597,4597,"$58,107,000",Freeland State Bank
4598,4598,"$58,028,000",First Savings and Loan Association
4599,4599,"$57,759,000",Commonwealth National Bank
4600,4600,"$57,756,000",Farmers and Merchants State Bank of Appleton
4601,4601,"$57,667,000",First State Bank
4602,4602,"$57,606,000",Argentine Federal Savings
4603,4603,"$57,585,000",The Security State Bank
4604,4604,"$57,558,000","Tarboro Savings Bank, SSB"
4605,4605,"$57,395,000",Brighton Bank
4606,4606,"$57,337,000",The Republic Banking Company
4607,4607,"$57,105,000",The Waterford Commercial and Savings Bank
4608,4608,"$57,098,000",The First National Bank of Wakefield
4609,4609,"$57,017,000",Farmers State Bank
4610,4610,"$56,907,000",Farmers State Bank of Newcastle
4611,4611,"$56,740,000",American Savings Bank
4612,4612,"$56,724,000",The Exchange State Bank
4613,4613,"$56,541,000",Mutual Savings Bank
4614,4614,"$56,473,000","The Farmers State Bank of Bucklin, Kansas"
4615,4615,"$56,259,000",Stanton State Bank
4616,4616,"$56,238,000",The Bank of Houston
4617,4617,"$56,214,000",State Bank of Chandler
4618,4618,"$55,971,000",Randall State Bank
4619,4619,"$55,850,000",Bank of Brewton
4620,4620,"$55,844,000",Asian Pacific National Bank
4621,4621,"$55,840,000",Citizens First State Bank of Walnut
4622,4622,"$55,819,000",Cowboy State Bank
4623,4623,"$55,584,000",Citizens State Bank of Lankin
4624,4624,"$55,484,000",Citizens State Bank of Milford
4625,4625,"$55,414,000",The Marblehead Bank
4626,4626,"$55,345,000",First Heritage Bank
4627,4627,"$55,314,000",Peoples Bank
4628,4628,"$55,159,000",COMMUNITY BANK OF OKLAHOMA
4629,4629,"$55,105,000",HSBC Trust Company (Delaware)
4630,4630,"$55,082,000",Community State Bank of Canton
4631,4631,"$55,077,000",Glasford State Bank
4632,4632,"$55,013,000",OmniBank
4633,4633,"$55,001,000",Spur Security Bank
4634,4634,"$54,933,000",The Security State Bank
4635,4635,"$54,907,000",KansasLand Bank
4636,4636,"$54,902,000",The Fairmount State Bank
4637,4637,"$54,877,000",The Farmers Bank of Mt. Pulaski
4638,4638,"$54,849,000",Farmers Savings Bank
4639,4639,"$54,493,000",Cedar Rapids State Bank
4640,4640,"$54,384,000",Gates Banking and Trust Company
4641,4641,"$54,305,000","The First State Bank of Pond Creek, Oklahoma"
4642,4642,"$54,246,000",State Bank of Taunton
4643,4643,"$54,189,000",Ashton State Bank
4644,4644,"$54,143,000","First Community Bank, Xenia-Flora"
4645,4645,"$54,063,000",The State Bank of Spring Hill
4646,4646,"$53,945,000",State Bank of Scotia
4647,4647,"$53,846,000",Cedar Security Bank
4648,4648,"$53,765,000",Bank of Palmer
4649,4649,"$53,618,000",Compass Savings Bank
4650,4650,"$53,518,000","First Federal Bank Littlefield, Texas"
4651,4651,"$53,397,000",Vergas State Bank
4652,4652,"$53,242,000",The Santa Anna National Bank
4653,4653,"$53,155,000",The First Farmers National Bank of Waurika
4654,4654,"$53,147,000",Montrose Savings Bank
4655,4655,"$53,136,000",State Bank of Bellingham
4656,4656,"$52,944,000",Table Grove State Bank
4657,4657,"$52,895,000",Lovelady State Bank
4658,4658,"$52,633,000",Frost State Bank
4659,4659,"$52,558,000",The First National Bank in Cooper
4660,4660,"$52,551,000",The Farmers State Bank of Blue Mound
4661,4661,"$52,501,000",Systematic Savings Bank
4662,4662,"$52,340,000",The Blue Grass Valley Bank
4663,4663,"$52,127,000",Grand Timber Bank
4664,4664,"$52,021,000",Odin State Bank
4665,4665,"$51,818,000",Community Financial Bank
4666,4666,"$51,698,000",The First National Bank of Moody
4667,4667,"$51,690,000","Pinnacle Bank, Inc."
4668,4668,"$51,568,000",Butte State Bank
4669,4669,"$51,558,000",Swedish-American State Bank
4670,4670,"$51,537,000",The First State Bank of Ransom
4671,4671,"$51,426,000",North Side Federal Savings and Loan Association of Chicago
4672,4672,"$51,344,000",Pulaski Savings Bank
4673,4673,"$50,816,000",First State Bank
4674,4674,"$50,807,000",Buckley State Bank
4675,4675,"$50,714,000",Community State Bank
4676,4676,"$50,596,000",First Financial Bank in Winnebago
4677,4677,"$50,535,000",Western Dakota Bank
4678,4678,"$50,489,000",Palo Savings Bank
4679,4679,"$50,487,000",The City State Bank
4680,4680,"$50,235,000",Aspire Bank
4681,4681,"$50,209,000",Ford County State Bank
4682,4682,"$50,163,000",Fairview Savings and Loan Association
4683,4683,"$50,037,000",Tecumseh Federal Bank
4684,4684,"$50,004,000",Lakeside Bank of Salina
4685,4685,"$49,941,000",The First National Bank of Spearville
4686,4686,"$49,883,000",Washita Valley Bank
4687,4687,"$49,528,000",State Bank of Bussey
4688,4688,"$49,473,000",Community National Bank in Monmouth
4689,4689,"$49,431,000",Vantage Bank
4690,4690,"$49,358,000",Rockhold Bank
4691,4691,"$49,322,000",The Donley County State Bank
4692,4692,"$49,261,000",Farmers & Merchants Bank of Hutsonville
4693,4693,"$49,239,000",Benton County State Bank
4694,4694,"$49,098,000",Community Bank and Trust - Alabama
4695,4695,"$49,057,000","The Bank of San Jacinto County, Coldspring, Texas"
4696,4696,"$49,016,000",The Mer Rouge State Bank
4697,4697,"$48,940,000",Kress National Bank
4698,4698,"$48,856,000",Montezuma State Bank
4699,4699,"$48,791,000",First Bank of Thomas
4700,4700,"$48,626,000",The Olpe State Bank
4701,4701,"$48,509,000",FMB Bank
4702,4702,"$48,462,000","Farmers State Bank, Allen, Oklahoma"
4703,4703,"$48,416,000",Richland State Bank
4704,4704,"$48,397,000",Bank of Locust Grove
4705,4705,"$48,213,000",Cheyenne State Bank
4706,4706,"$48,119,000",Home Federal Bank of Hollywood
4707,4707,"$47,819,000",Peoples Savings Bank
4708,4708,"$47,786,000",The First National Bank of Brownstown
4709,4709,"$47,392,000",Home State Bank
4710,4710,"$47,360,000",Bank of Cordell
4711,4711,"$47,339,000",White State Bank
4712,4712,"$47,326,000",The Brookville Building and Savings Association
4713,4713,"$47,298,000",First Electronic Bank
4714,4714,"$47,104,000",The Hill-Dodge Banking Company
4715,4715,"$46,965,000",State Central Bank
4716,4716,"$46,847,000",Walker State Bank
4717,4717,"$46,841,000",Bank of Montgomery
4718,4718,"$46,762,000","Farmers and Merchants Bank of Mound City, Kansas"
4719,4719,"$46,727,000",AllNations Bank
4720,4720,"$46,685,000",Boston Trust Walden Company
4721,4721,"$46,684,000","Citizens Bank of Morgantown, Inc."
4722,4722,"$46,595,000",North Adams State Bank
4723,4723,"$46,503,000",The Bank of Orrick
4724,4724,"$46,424,000",Rolette State Bank
4725,4725,"$46,143,000",United Trust Bank
4726,4726,"$46,128,000",North Arundel Savings Bank
4727,4727,"$46,077,000",First State Bank
4728,4728,"$46,067,000",Robert Lee State Bank
4729,4729,"$45,879,000",Mutual Savings and Loan Association
4730,4730,"$45,878,000",Peoples Bank and Trust Company of Clinton County
4731,4731,"$45,844,000",Bank of Commerce
4732,4732,"$45,843,000",First Federal Savings and Loan Association
4733,4733,"$45,839,000",Generations Bank
4734,4734,"$45,683,000",Red Rock Bank
4735,4735,"$45,611,000",Bank of Clarks
4736,4736,"$45,458,000",Farmers Bank
4737,4737,"$45,439,000",Harwood State Bank
4738,4738,"$45,433,000",McClave State Bank
4739,4739,"$45,363,000",1st Bank in Hominy
4740,4740,"$45,322,000",La Monte Community Bank
4741,4741,"$45,283,000",State Bank of Lake Park
4742,4742,"$45,201,000",Crowell State Bank
4743,4743,"$45,191,000",First State Bank of Van Orin
4744,4744,"$45,107,000",The Trust Bank
4745,4745,"$44,882,000",Chappell Hill Bank
4746,4746,"$44,865,000",Gulf Atlantic Bank
4747,4747,"$44,726,000",The Potter State Bank of Potter
4748,4748,"$44,675,000",The Haviland State Bank
4749,4749,"$44,670,000",Bryant State Bank
4750,4750,"$44,570,000",Kindred State Bank
4751,4751,"$44,542,000",Peoples State Bank of Colfax
4752,4752,"$44,313,000",First State Bank
4753,4753,"$44,153,000",The State Exchange Bank
4754,4754,"$44,007,000",First Security Bank-Hendricks
4755,4755,"$43,673,000",Cornerstone Bank
4756,4756,"$43,508,000",Grant County State Bank
4757,4757,"$43,375,000",United Minnesota Bank
4758,4758,"$43,197,000",The Merchants & Planters Bank
4759,4759,"$42,987,000",First Security Bank
4760,4760,"$42,983,000",Bank of Greeley
4761,4761,"$42,930,000",Exchange State Bank
4762,4762,"$42,850,000",First Savings Bank
4763,4763,"$42,440,000",Farmers and Merchants State Bank of Alpha
4764,4764,"$42,395,000",Citizens Federal Savings and Loan Association
4765,4765,"$42,307,000",Brazos National Bank
4766,4766,"$42,123,000",Amistad Bank
4767,4767,"$42,031,000","Black Mountain Savings Bank, SSB"
4768,4768,"$41,984,000",The State Bank
4769,4769,"$41,966,000",Peoples Bank of Deer Lodge
4770,4770,"$41,951,000",State Bank of Wapello
4771,4771,"$41,897,000",Heritage Bank
4772,4772,"$41,837,000",The Northern State Bank of Gonvick
4773,4773,"$41,431,000",Stockmens Bank
4774,4774,"$41,414,000",Home Federal Savings and Loan Association
4775,4775,"$41,301,000",The First State Bank
4776,4776,"$41,260,000",The Pioneer Savings Bank
4777,4777,"$41,250,000",State Bank of Saunemin
4778,4778,"$41,069,000",State Bank of Schaller
4779,4779,"$41,065,000",Citizens Bank of Chatsworth
4780,4780,"$41,041,000",Community Bank of Easton
4781,4781,"$40,906,000",State Bank of Cerro Gordo
4782,4782,"$40,764,000",Farmers State Bank
4783,4783,"$40,743,000",Jackson Federal Savings and Loan Association
4784,4784,"$40,718,000",The Pataskala Banking Company
4785,4785,"$40,669,000",First State Bank of Fountain
4786,4786,"$40,653,000",Middletown State Bank
4787,4787,"$40,561,000",Cottonwood Valley Bank
4788,4788,"$40,468,000",RockPoint Bank
4789,4789,"$40,394,000",Craft Bank
4790,4790,"$40,390,000",The State National Bank of Groom
4791,4791,"$40,048,000",The Granger National Bank
4792,4792,"$40,030,000",Peoples Savings Bank
4793,4793,"$39,989,000",Members Trust Company
4794,4794,"$39,937,000",Community State Bank
4795,4795,"$39,933,000",Highland State Bank
4796,4796,"$39,692,000",Farmers State Bank of Emden
4797,4797,"$39,689,000",Manson State Bank
4798,4798,"$39,625,000",Kingstree Federal Savings and Loan Association
4799,4799,"$39,586,000",Wenona State Bank
4800,4800,"$39,547,000",The Farmers State Bank of Turton
4801,4801,"$39,415,000",Security Federal Savings Bank
4802,4802,"$39,314,000",NINNESCAH VALLEY BANK
4803,4803,"$39,029,000",Bank of Vici
4804,4804,"$38,778,000",The First National Bank of Primghar
4805,4805,"$38,726,000",Grove Bank
4806,4806,"$38,668,000",Lineage Bank
4807,4807,"$38,660,000",Defiance State Bank
4808,4808,"$38,565,000",Security State Bank of Oklee
4809,4809,"$38,478,000",The First National Bank of Dozier
4810,4810,"$38,390,000","Peoples State Bank, Fairmount, N. D."
4811,4811,"$38,381,000",Home Savings Bank of Wapakoneta
4812,4812,"$38,288,000",Martinsville First Savings Bank
4813,4813,"$38,126,000",Battle Creek State Bank
4814,4814,"$38,038,000",American Trust and Savings Bank
4815,4815,"$37,884,000",Blue Grass Federal Savings and Loan Association
4816,4816,"$37,742,000",AIG Federal Savings Bank
4817,4817,"$37,402,000",Union State Bank
4818,4818,"$37,306,000",Carrollton Federal Bank
4819,4819,"$36,964,000",Powell State Bank
4820,4820,"$36,775,000",The Gorham State Bank
4821,4821,"$36,549,000",The American Bank
4822,4822,"$36,530,000",Farmers State Bank
4823,4823,"$36,522,000",Welcome State Bank
4824,4824,"$36,502,000",State Bank of Jeffers
4825,4825,"$36,491,000",Pee Dee Federal Savings Bank
4826,4826,"$36,440,000",Guardian Savings Bank
4827,4827,"$36,097,000",Tucumcari Federal Savings and Loan Association
4828,4828,"$36,062,000",The Farmers and Merchants State Bank
4829,4829,"$36,049,000",Citizens State Bank
4830,4830,"$36,003,000",Franklin State Bank
4831,4831,"$35,932,000","Jackson Savings Bank, SSB"
4832,4832,"$35,842,000",Bank of New Cambria
4833,4833,"$35,745,000",Nokomis Savings Bank
4834,4834,"$35,740,000",Anchor State Bank
4835,4835,"$35,526,000",The First National Bank of Fairfax
4836,4836,"$35,431,000",America's Community Bank
4837,4837,"$35,393,000",Peoples Trust and Savings Bank
4838,4838,"$35,359,000",Marshall County State Bank
4839,4839,"$35,306,000",Eagle Community Bank
4840,4840,"$35,124,000",First Federal Savings and Loan Association
4841,4841,"$34,852,000",Nelsonville Home and Savings
4842,4842,"$34,679,000",First State Bank of St. Peter
4843,4843,"$34,674,000",Bank of Newman Grove
4844,4844,"$34,670,000",The Piqua State Bank
4845,4845,"$34,334,000",Rochelle State Bank
4846,4846,"$34,285,000",Western National Bank
4847,4847,"$34,185,000",Fairview State Banking Company
4848,4848,"$34,149,000",Bank of Prague
4849,4849,"$34,103,000",State Bank of Odell
4850,4850,"$33,934,000",Farmers State Bank of Hoffman
4851,4851,"$33,822,000",State Bank of Nauvoo
4852,4852,"$33,764,000",First American Bank
4853,4853,"$33,612,000",Global Innovations Bank
